level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team,MatchName,GameWeek
237,238,149.0,11.0,36.0,24,61.11000000000001,52.02,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.68'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.1'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,344259.0,74.655,62.968,,,,,,,,,,,11.6,,,,7.0,6.0,8.0,7.0,0.01870347,0.02122129,0.0025178200000000005,Aston Villa,Everton,14.0,Pau Torres,DC,True,5.493332479085261,0.0,38.94752552437126,P. Torres,9.0,Aston Villa,Aston Villa vs Everton,4
238,239,150.0,11.0,40.0,24,75.915,63.376000000000005,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.53'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.9'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,89925.0,74.44500000000001,55.21600000000001,,,,,,,,,,,11.666666666666666,,,,8.0,7.0,8.0,6.0,0.02122129,0.02401521,0.0027939199999999983,Aston Villa,Everton,12.0,Lucas Digne,DL,True,4.140204791342072,0.0,-100.2121349323471,L. Digne,9.0,Aston Villa,Aston Villa vs Everton,4
239,240,151.0,11.0,40.0,24,77.80499999999999,53.584,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.04'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.8'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,369813.0,94.815,54.264,,,,,,,,,,,11.666666666666666,,,,8.0,6.0,10.0,6.0,0.02401521,0.04066992,0.01665471,Aston Villa,Everton,41.0,Jacob Ramsey,AML,True,10.833107683088034,0.0,2.2892648502476995,J. Ramsey,9.0,Aston Villa,Aston Villa vs Everton,4
240,241,152.0,11.0,43.0,24,96.28500000000001,54.468,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '13'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.5'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.70'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 123, 138, 125, 40, 41, 35, 38, 217, 218]",True,89925.0,96.075,38.080000000000005,,,,,,,,,,,11.716666666666667,,,,11.0,6.0,11.0,4.0,0.04647721,0.25745362,0.21097641,Aston Villa,Everton,12.0,Lucas Digne,DL,True,12.432769337756506,0.0,-90.73416250820262,L. Digne,9.0,Aston Villa,Aston Villa vs Everton,4
241,242,153.0,11.0,44.0,24,95.655,38.624,11.0,FirstHalf,MissedShots,Successful,"[{'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '152'}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}, {'type': {'value': 328, 'displayName': 'FirstTouch'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 75, 'displayName': 'MissRight'}}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '32.1'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '22.2'}]","[91, 7, 90, 10, 1, 3, 12]",True,148503.0,,,,,22.2,21.828000000000003,True,152.0,89925.0,,,,11.733333333333333,,,,,,,,,,,Aston Villa,Everton,11.0,Ollie Watkins,FW,True,0.0,0.0,,O. Watkins,9.0,Aston Villa,Aston Villa vs Everton,4
242,243,70.0,12.0,1.0,31,2.1,38.624,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.99'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.7'}]","[91, 117, 30, 36, 37, 215, 218]",True,110189.0,9.135,49.232000000000006,,,,,,,,,,,12.016666666666667,,,,0.0,4.0,0.0,5.0,0.00941056,0.0088799,-0.0005306600000000005,Everton,Aston Villa,1.0,Jordan Pickford,GK,True,5.936277208612239,0.0,56.44850873943498,J. Pickford,10.0,Everton,Aston Villa vs Everton,4
243,244,608.0,12.0,5.0,31,10.08,48.824,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.94'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,107941.0,21.525000000000002,64.464,,,,,,,,,,,12.083333333333334,,,,1.0,5.0,2.0,7.0,0.00977745,0.00844854,-0.0013289100000000009,Everton,Aston Villa,5.0,Michael Keane,DC,True,7.210409146145281,0.0,53.804174030751646,M. Keane,10.0,Everton,Aston Villa vs Everton,4
244,245,608.5,12.0,6.5,31,21.525000000000002,64.464,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,345516.0,18.375,65.552,,,,,,71.0,,,,,12.108333333333334,,,,2.0,7.0,2.0,7.0,0.00844854,0.00844854,0.0,Everton,Aston Villa,19.0,Vitalii Mykolenko,DL,True,0.0,-3.332119150770083,160.94525006848886,V. Mykolenko,10.0,Everton,Aston Villa vs Everton,4
245,246,71.0,12.0,8.0,31,18.375,65.552,12.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.08'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.4'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '155'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}]","[91, 118, 120, 29, 124, 36, 38, 215, 218]",True,345516.0,25.62,64.05600000000001,,,,,,,,,,,12.133333333333333,,,,,,,,,,,Everton,Aston Villa,19.0,Vitalii Mykolenko,DL,True,7.312689263115544,0.0,-11.666877782826248,V. Mykolenko,10.0,Everton,Aston Villa vs Everton,4
246,247,155.0,12.0,8.0,24,81.69,1.7680000000000002,12.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '71'}]","[91, 60]",True,318449.0,,,,,,,,,,,,,12.133333333333333,,,,,,,,,,,Aston Villa,Everton,7.0,John McGinn,AMR,True,0.0,0.0,,J. McGinn,10.0,Everton,Aston Villa vs Everton,4
247,248,73.0,12.0,24.0,31,28.14,68.0,12.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.2'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.94'}]","[91, 212, 36, 38, 216]",True,345516.0,45.36000000000001,62.968,,,,,,,,,,,12.4,,,,,,,,,,,Everton,Aston Villa,19.0,Vitalii Mykolenko,DL,True,17.741490081572053,0.0,-16.289331397491235,V. Mykolenko,10.0,Everton,Aston Villa vs Everton,4
248,249,1031.0,12.0,25.0,24,61.11000000000001,7.82,12.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '609'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[197, 199]",False,400815.0,,,,,,,,,,,,,12.416666666666666,,,,,,,,,,,Aston Villa,Everton,24.0,Amadou Onana,DMC,True,0.0,0.0,,A. Onana,10.0,Everton,Aston Villa vs Everton,4
249,250,609.0,12.0,25.0,31,43.89,60.18000000000001,12.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '1031'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[198, 200]",False,141469.0,,,,,,,,,,,,,12.416666666666666,,,,,,,,,,,Everton,Aston Villa,9.0,Dominic Calvert-Lewin,FW,True,0.0,0.0,,D. Calvert-Lewin,10.0,Everton,Aston Villa vs Everton,4
250,251,1032.0,12.0,25.0,24,61.11000000000001,7.82,12.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.00'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '0.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.6'}]","[91, 120, 29, 139, 36, 216, 218]",True,400815.0,61.53,7.82,,,,,,,,,,,12.416666666666666,,,,,,,,,,,Aston Villa,Everton,24.0,Amadou Onana,DMC,True,0.36024805956902384,0.0,0.0,A. Onana,10.0,Everton,Aston Villa vs Everton,4
251,252,610.0,12.0,25.0,31,43.47,60.18000000000001,12.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 15, 'displayName': 'Head'}}]",[91],True,141469.0,,,,,,,,,,,,,12.416666666666666,,,,,,,,,,,Everton,Aston Villa,9.0,Dominic Calvert-Lewin,FW,True,0.0,0.0,,D. Calvert-Lewin,10.0,Everton,Aston Villa vs Everton,4
252,253,611.0,12.0,28.0,31,39.06,48.21200000000001,12.0,FirstHalf,TakeOn,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '1034'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 54]",True,366116.0,,,,,,,,,,,,,12.466666666666667,,,,,,,,,,,Everton,Aston Villa,10.0,Iliman Ndiaye,AML,True,0.0,0.0,,I. Ndiaye,10.0,Everton,Aston Villa vs Everton,4
253,254,1034.0,12.0,28.0,24,65.94,19.788000000000004,12.0,FirstHalf,Challenge,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '611'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",[55],False,136345.0,,,,,,,,,,,,,12.466666666666667,,,,,,,,,,,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,0.0,0.0,,Y. Tielemans,10.0,Everton,Aston Villa vs Everton,4
254,255,74.0,12.0,29.0,31,34.44,45.424,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.40'}]","[91, 117, 30, 35, 38, 215, 218]",True,366116.0,28.245,25.976000000000003,,,,,,,,,,,12.483333333333333,,,,3.0,5.0,3.0,3.0,0.01110462,0.01132376,0.0002191399999999996,Everton,Aston Villa,10.0,Iliman Ndiaye,AML,True,-5.694458795764746,0.0,-107.6688490851863,I. Ndiaye,10.0,Everton,Aston Villa vs Everton,4
255,256,74.5,12.0,30.0,31,28.245,25.976000000000003,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,131464.0,28.875,36.448,,,,,,75.0,,,,,12.5,,,,3.0,3.0,3.0,4.0,0.01132376,0.01132376,0.0,Everton,Aston Villa,6.0,James Tarkowski,DC,True,0.0,1.0089256941051588,86.55721086109683,J. Tarkowski,10.0,Everton,Aston Villa vs Everton,4
256,257,75.0,12.0,31.0,31,28.875,36.448,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.14'}]","[91, 117, 30, 36, 38, 216, 218]",True,131464.0,40.635000000000005,10.812000000000001,,,,,,,,,,,12.516666666666666,,,,3.0,4.0,4.0,1.0,0.01132376,0.01214719,0.00082343,Everton,Aston Villa,6.0,James Tarkowski,DC,True,7.749903697065093,0.0,-65.3576604097731,J. Tarkowski,10.0,Everton,Aston Villa vs Everton,4
257,258,75.5,12.0,34.0,31,40.635000000000005,10.812000000000001,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,8166.0,66.78,7.412000000000001,,,,,,76.0,,,,,12.566666666666666,,,,4.0,1.0,7.0,0.0,0.01214719,0.0174506,0.00530341,Everton,Aston Villa,18.0,Ashley Young,DR,True,0.0,21.85598765339973,-7.4093904128597305,A. Young,10.0,Everton,Aston Villa vs Everton,4
258,259,76.0,12.0,37.0,31,66.78,7.412000000000001,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.17'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.7'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,8166.0,92.08500000000001,11.832,,,,,,,,,,,12.616666666666667,,,,7.0,0.0,10.0,1.0,0.0174506,0.04066992,0.023219319999999998,Everton,Aston Villa,18.0,Ashley Young,DR,True,20.902710575742365,0.0,9.907845209973381,A. Young,10.0,Everton,Aston Villa vs Everton,4
259,260,76.5,12.0,38.5,31,92.08500000000001,11.832,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,357427.0,94.185,8.908000000000001,,,,,,77.0,,,,,12.641666666666666,,,,10.0,1.0,10.0,1.0,0.04066992,0.04066992,0.0,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,0.0,-1.667733524283932,-54.31430967364405,D. McNeil,10.0,Everton,Aston Villa vs Everton,4
260,261,77.0,12.0,40.0,31,94.185,8.908000000000001,12.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.11'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '157'}]","[91, 120, 29, 35, 37, 217, 218]",True,357427.0,92.08500000000001,12.444,,,,,,,,,,,12.666666666666666,,,,,,,,,,,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,2.1946471236567824,0.0,120.705712230589,D. McNeil,10.0,Everton,Aston Villa vs Everton,4
261,262,157.0,12.0,40.0,24,13.86,58.548,12.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '77'}]","[91, 60]",True,344259.0,,,,,,,,,,,,,12.666666666666666,,,,,,,,,,,Aston Villa,Everton,14.0,Pau Torres,DC,True,0.0,0.0,,P. Torres,11.0,Aston Villa,Aston Villa vs Everton,4
262,263,158.0,12.0,41.0,24,13.23,56.440000000000005,12.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[91],True,89925.0,,,,,,,,,,,,,12.683333333333334,,,,,,,,,,,Aston Villa,Everton,12.0,Lucas Digne,DL,True,0.0,0.0,,L. Digne,11.0,Aston Villa,Aston Villa vs Everton,4
263,264,159.0,12.0,42.0,24,11.13,64.87200000000001,12.0,FirstHalf,BallRecovery,Successful,[],[93],False,369813.0,,,,,,,,,,,,,12.7,,,,,,,,,,,Aston Villa,Everton,41.0,Jacob Ramsey,AML,True,0.0,0.0,,J. Ramsey,11.0,Aston Villa,Aston Villa vs Everton,4
264,265,160.0,12.0,44.0,24,13.23,64.464,12.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '78'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 70]",True,369813.0,,,,,,,,,,,,,12.733333333333333,,,,,,,,,,,Aston Villa,Everton,41.0,Jacob Ramsey,AML,True,0.0,0.0,,J. Ramsey,11.0,Aston Villa,Aston Villa vs Everton,4
265,266,78.0,12.0,44.0,31,91.77000000000001,3.5360000000000005,12.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '160'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 142]",True,8166.0,,,,,,,,,,,,,12.733333333333333,,,,,,,,,,,Everton,Aston Villa,18.0,Ashley Young,DR,True,0.0,0.0,,A. Young,11.0,Aston Villa,Aston Villa vs Everton,4
266,267,161.0,12.0,45.0,24,13.86,61.404,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.25'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.7'}]","[91, 117, 30, 36, 38, 215, 218]",True,89925.0,27.195,60.99600000000001,,,,,,,,,,,12.75,,,,1.0,7.0,3.0,7.0,0.00779616,0.00977659,0.00198043,Aston Villa,Everton,12.0,Lucas Digne,DL,True,12.81544753095227,0.0,-1.7524850116786566,L. Digne,11.0,Aston Villa,Aston Villa vs Everton,4
267,268,161.5,12.0,46.5,24,27.195,60.99600000000001,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,148503.0,25.515,54.06,,,,,,162.0,,,,,12.775,,,,3.0,7.0,2.0,6.0,0.00977659,0.00942382,-0.0003527700000000005,Aston Villa,Everton,11.0,Ollie Watkins,FW,True,0.0,0.3780943120525677,-103.61564579011561,O. Watkins,11.0,Aston Villa,Aston Villa vs Everton,4
268,269,162.0,12.0,48.0,24,25.515,54.06,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.59'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,148503.0,10.920000000000002,47.124,,,,,,,,,,,12.8,,,,2.0,6.0,1.0,5.0,0.00942382,0.00977745,0.0003536300000000006,Aston Villa,Everton,11.0,Ollie Watkins,FW,True,-13.013731564069943,0.0,-154.58147263575447,O. Watkins,11.0,Aston Villa,Aston Villa vs Everton,4
269,270,163.0,12.0,52.0,24,10.920000000000002,46.647999999999996,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.88'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 38, 215, 218]",True,344259.0,25.725,40.392,,,,,,,,,,,12.866666666666667,,,,1.0,5.0,2.0,4.0,0.00977745,0.01016549,0.0003880399999999992,Aston Villa,Everton,14.0,Pau Torres,DC,True,15.394105319569661,0.0,-22.906972151297268,P. Torres,11.0,Aston Villa,Aston Villa vs Everton,4
270,271,164.0,12.0,54.0,24,26.355000000000004,38.692,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.33'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.5'}]","[91, 117, 30, 36, 38, 216, 218]",True,136345.0,39.58500000000001,20.060000000000002,,,,,,,,,,,12.9,,,,3.0,4.0,4.0,2.0,0.01132376,0.01269174,0.0013679799999999995,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,11.901015864639774,0.0,-54.62263128502081,Y. Tielemans,11.0,Aston Villa,Aston Villa vs Everton,4
271,272,164.5,12.0,55.0,24,39.58500000000001,20.060000000000002,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,318449.0,42.105000000000004,18.428,,,,,,165.0,,,,,12.916666666666668,,,,4.0,2.0,4.0,2.0,0.01269174,0.01269174,0.0,Aston Villa,Everton,7.0,John McGinn,AMR,True,0.0,2.08977879430455,-32.9278626531642,J. McGinn,11.0,Aston Villa,Aston Villa vs Everton,4
272,273,165.0,12.0,56.0,24,42.105000000000004,18.428,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.75'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,318449.0,68.355,2.924,,,,,,,,,,,12.933333333333334,,,,4.0,2.0,7.0,0.0,0.01269174,0.0174506,0.00475886,Aston Villa,Everton,7.0,John McGinn,AMR,True,16.746424410087833,0.0,-30.56731249944674,J. McGinn,11.0,Aston Villa,Aston Villa vs Everton,4
273,274,166.0,13.0,1.0,24,70.35000000000001,2.584,13.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.39'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,408946.0,72.03,11.968000000000002,,,,,,,,,,,13.016666666666667,,,,8.0,0.0,8.0,1.0,0.02122129,0.02401521,0.0027939199999999983,Aston Villa,Everton,26.0,Lamare Bogarde,DR,True,7.117776806510612,0.0,79.84997174353455,L. Bogarde,11.0,Aston Villa,Aston Villa vs Everton,4
